track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4 Minutes,Madonna,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,4
4 Minutes Warning,Radiohead,spotify:track:1PoilUmh8yPPr71kyJtBYi,0.431,0.249,10,-12.578,1,0.0308,0.792,8.4e-06,0.143,0.157,86.712,4
4 Weddings And A Funeral,Movie Themes,spotify:track:2cPqEZDGcyDPnAi9zZNECL,0.0795,0.0118,8,-35.879,1,0.0432,0.964,0.935,0.0715,0.0772,77.417,4
40,Franz Ferdinand,spotify:track:3Am4yxuwBTorY6kaqX31zE,0.58,0.557,7,-9.164,0,0.0341,0.00129,0.0618,0.128,0.622,103.769,4
40,U2,spotify:track:2ZywW3VyVx6rrlrX75n3JB,0.272,0.684,8,-9.728,1,0.0505,0.0998,0.0145,0.946,0.279,143.079,4
40-Year Old Virgin,Movie Themes,spotify:track:0jG9I86hQNcOBfrBWQgsAu,0.636,0.374,9,-11.836,0,0.0277,0.506,0.00109,0.335,0.172,124.047,4
4000 Rainy Nights,Stratovarius,spotify:track:5Hcs6SnriDmwf3yUUSMxuZ,0.395,0.778,8,-7.576,0,0.0332,7.08e-05,0.463,0.0822,0.19,76.945,4
401kill,Rise Against,spotify:track:5nz7NY0aDflEBWOnG8NxuE,0.413,0.972,6,-4.428,0,0.0632,0.000104,0.0655,0.322,0.649,169.537,4
409,Beach Boys,spotify:track:1gWj5OlKlZmBvtkYxluZux,0.459,0.7,7,-4.751,1,0.0306,0.749,0,0.258,0.853,159.428,4
409 In Your Coffee Maker,Green Day,spotify:track:3o6yEwKyDrnMRQB1VVGi4X,0.467,0.311,1,-20.447,1,0.0484,0.925,0.938,0.11,0.661,170.162,4
41,Dave Matthews Band,spotify:track:3ITGICyYHC13EkB7efdr8K,0.577,0.726,4,-8.011,0,0.0299,0.00199,0.0386,0.158,0.764,107.416,4
42,Coldplay,spotify:track:04zrxgxoSaZ1BTOPuelZO9,0.309,0.636,5,-7.202,0,0.0344,0.221,0.00281,0.102,0.177,141.382,4
455 rocket,Kathy Mattea,spotify:track:1FUG1T902xmAzIjtbr3t1f,0.641,0.663,5,-12.111,1,0.042,0.146,0,0.107,0.761,125.519,4
46 2 (3),Tool,spotify:track:4LGr06ST42wcbDe1jfiNVT,0.644,0.452,0,-12.516,0,0.0379,0.00224,0.902,0.0927,0.2,157.916,4
46 & 2,Tool,spotify:track:2qGPShNfJ9rPVPGSzERren,0.493,0.456,2,-12.67,1,0.0323,0.00616,0.906,0.178,0.235,161.996,4
48 Hours,Movie Themes,spotify:track:0TwEtiwHVjX1frotrkKhwU,0.858,0.767,9,-6.746,0,0.0448,0.107,0.00247,0.0868,0.635,131.976,4
4oclock,Artists / Bands,spotify:track:0Od46Ks6yZxF2N1mIVqDDN,0.788,0.469,1,-9.829,1,0.0399,0.0358,1.5e-05,0.205,0.189,129.993,4
4st 7lbs,Manic Street Preachers,spotify:track:4wanOUhMrCw8IEmRCz8AKZ,0.375,0.846,7,-9.419,1,0.0642,0.051,0,0.371,0.24,147.103,4
4th Of July,Sound Garden,spotify:track:2bdUkiK4p2wuaqzcBLm1zc,0.355,0.754,5,-5.692,0,0.0378,0.118,0.000936,0.175,0.201,142.203,4
5 4,Gorillaz,spotify:track:5Q10MhatY5DkgBfbWUkRpN,0.798,0.922,0,-3.382,1,0.0364,0.0948,0.000274,0.0698,0.805,96.4,5
5 Estrellas,Attaque 77,spotify:track:3uBQSYIlSktNT1LJADU6TJ,0.612,0.812,4,-6.517,0,0.0655,0.0399,8.47e-06,0.111,0.851,145.63,4
5 Minutes Alone,Pantera,spotify:track:5SAEMjVQbmin3g7b0RG6me,0.504,0.856,7,-6.271,1,0.0423,0.000748,0.359,0.114,0.585,95.402,4
5 Steps,Dru Hill,spotify:track:5kFtigH9OUfU1ZKaOKXPwC,0.392,0.41,6,-8.867,0,0.0462,0.481,0,0.15,0.257,105.955,3
5 To 10,Allan Holdsworth,spotify:track:4CCmzEGF6MkEnqj26YGEWB,0.394,0.604,2,-11.185,1,0.04,0.052,0.021,0.679,0.333,161.023,4
50 Ways to Leave Your Lover,Paul Simon,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,4
500 Miles,Proclaimers,spotify:track:66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4
505,Arctic Monkeys,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4
515,Slipknot,spotify:track:5IcKIrmgAhaevCJ8dGQ4jE,0.312,0.529,0,-12.228,1,0.0556,2.76e-05,0.811,0.227,0.0819,113.048,3
5150,Van Halen,spotify:track:6Xd3sEwne19qbUzxOrUl40,0.254,0.72,1,-13.81,1,0.0471,0.00965,0.00234,0.0573,0.679,157.652,4
51706 Stay with me mid,Sam Smith,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4
51st Anniversary,Jimi Hendrix,spotify:track:5lWeY2p6lpCK2bDZyy2nPd,0.436,0.811,11,-4.927,0,0.0458,0.145,0.0151,0.0678,0.304,134.092,4
52nd Street,Billy Joel,spotify:track:4V4JM8brxPHFkaDd4OyTii,0.698,0.35,7,-19.319,1,0.0395,0.163,0.0289,0.329,0.636,130.125,4
53rd And 3rd,Metallica,spotify:track:6bomZtKm30swjHWjzGu7ka,0.511,0.629,0,-11.633,1,0.376,0.18,0.891,0.298,0.308,61.304,4
54,Movie Themes,spotify:track:0z3hWUk4ztZfgCxHsVjbqR,0.2,0.555,5,-6.075,1,0.0315,0.874,0.00982,0.304,0.0994,84.198,4
55 Dive,Mike Stern,spotify:track:1kp792ogPvKD5WlIXtaJN2,0.628,0.601,5,-9.176,0,0.0423,0.373,0.242,0.115,0.663,103.147,4
57 Chevrolet,Billie Jo Spears,spotify:track:0nbm4bvneAGlrp5wZKRHT8,0.604,0.681,9,-9.889,1,0.0252,0.407,3.08e-06,0.074,0.897,94.298,4
59th Street Bridge,Simon And Garfunkel,spotify:track:0dzbfio3qTYG9uk40SJNcr,0.467,0.431,0,-13.274,0,0.0439,0.564,7.7e-06,0.0727,0.577,75.74,4
5th symphony,Artists / Bands,spotify:track:3ff4ELcJ6IgrBVuJ77Itx3,0.179,0.256,0,-10.398,0,0.0316,0.901,0.847,0.118,0.107,97.967,4
6 Oclock,Dream Theater,spotify:track:1UQn05L6LCftnI9VoNy4Sp,0.541,0.921,11,-5.807,0,0.0599,0.000306,0.0012,0.0684,0.647,99.901,4
6 To 8,A F I,spotify:track:67ivQSlANyFaaepSrsbP7N,0.536,0.094,5,-22.197,0,0.0793,0.996,0.967,0.0937,0.684,136.372,4
60 Minutes,Tv Themes,spotify:track:5SIro6BoHg9RBKMFD72TwK,0.628,0.293,2,-12.403,0,0.0358,0.745,0.789,0.18,0.932,104.539,4
60 Mph,New Order,spotify:track:7j9gWjvr6OM1q96xqs5j57,0.741,0.448,5,-9.283,0,0.131,0.000642,0,0.0884,0.359,129.963,4
60 Seconds In Kingdom Come,U2,spotify:track:6KgHBMeq9Dfpsnv6VUMSFl,0.688,0.682,5,-14.066,1,0.0378,0.7,0.8,0.112,0.96,94.039,4
600 AD,Chrono Trigger,spotify:track:7HzloDPk6exQp9CCxkRtBi,0.227,0.239,2,-11.559,0,0.0345,0.58,0.738,0.0836,0.18,86.941,4
633 Squadron,Movie Themes,spotify:track:5yRjyy27Jhyv38u6corqeu,0.469,0.476,9,-8.146,0,0.0375,0.664,0.429,0.471,0.678,181.628,3
634-5789,Marvin Gaye,spotify:track:3rKYiySCDMUKTw5kGVVhaa,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,4
69 Tea,Seether,spotify:track:1Uto0v6sd9TF0IyzNimXeB,0.514,0.94,5,-3.159,1,0.0498,0.000173,0.723,0.354,0.458,113.673,4
6th Avenue Heartache,Wallflowers,spotify:track:3JzjzjoBE31U6UH3N9kIXG,0.439,0.922,5,-2.919,1,0.0414,0.0518,0.000244,0.271,0.475,150.077,4
7 Day To The Wolves,Nightwish,spotify:track:4qTS7lHi2MDoxlO3LAwf2l,0.296,0.859,3,-4.511,1,0.0698,0.000203,0.0996,0.0734,0.411,152.02,4
7 Days,Craig David,spotify:track:0gPQTLaqHDgdupKEok7J2x,0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.0951,0.888,83.014,4
7 Minutes in Heaven (Atavan Halen),Fall Out Boy,spotify:track:2erNwv0Yti7uirpIU8wbvv,0.468,0.981,11,-3.295,1,0.0609,0.000702,0,0.124,0.683,186.341,4
7 String Song,Steve Vai,spotify:track:5m5I3KcV83zf2p2qbsnr3y,0.152,0.842,9,-5.783,0,0.0418,0.00347,0.912,0.115,0.283,95.49,4
7 Things,Miley Cyrus,spotify:track:5ecZWU5uQOiCVSnPxBZNmT,0.59,0.903,1,-4.478,0,0.0363,0.0232,0,0.0786,0.542,107.023,4
7 Words,Deftones,spotify:track:6DoXuH326aAYEN8CnlLmhP,0.431,0.906,9,-6.13,1,0.0945,0.0001,0.0001,0.123,0.53,125.459,4
72,America,spotify:track:4o9VJ4CBplyzIv0FApBzBP,0.142,0.226,10,-13.951,1,0.0342,0.977,0.842,0.276,0.103,69.196,4
727,Roxette,spotify:track:5JvsxPAHsGxwNq4xto2HtM,0.539,0.583,1,-4.935,0,0.0275,0.108,0,0.111,0.337,86.063,4
7th Heaven,Tv Themes,spotify:track:4dtZRUQCZJFvykWMxxfbCt,0.828,0.503,3,-6.932,0,0.0854,0.11,1.47e-06,0.257,0.512,138.021,4
8 Bar Blues Lick,Paul Gilbert,spotify:track:76QR6xxbCqmTH7HjNRotZh,0.556,0.444,6,-13.449,0,0.361,0.603,0,0.118,0.594,85.489,4
8 Mile Road,Eminem,spotify:track:5NmL2zxnlt9GiTB2TQbvFM,0.74,0.94,9,-4.195,1,0.285,0.125,8.33e-05,0.132,0.489,89.981,4
80,Green Day,spotify:track:3CDkk8OaLtN9bU21G8O1qB,0.174,0.984,6,-3.355,1,0.131,0.0323,0.000107,0.27,0.783,181.256,4
80s Pop (Medley),Haddaway,spotify:track:6yoHw8Bq1Ze1b87jHpmSZm,0.689,0.776,8,-6.462,1,0.0315,0.0313,0.000292,0.0962,0.704,107.997,4
83,John Mayer,spotify:track:0seE1aF8gzSPH79Dcvcbw2,0.704,0.838,2,-5.744,1,0.0289,0.0677,0.00669,0.121,0.699,121.972,4
86,Green Day,spotify:track:4bOgWjaOVTvhyRpvLxFeEm,0.189,0.964,3,-4.743,1,0.0864,1.27e-05,0.00328,0.0505,0.861,188.649,4
867 5309,Tommy Tutone,spotify:track:08cX6cPeOywTzqTaLF6lXn,0.588,0.699,7,-10.193,1,0.0589,0.0228,0.00404,0.0692,0.6,137.633,4
867 5309 (2),Tommy Tutone,spotify:track:3b6ZyrQMCvCdt4KwOvWoqH,0.588,0.7,7,-10.193,1,0.0587,0.0228,0.00398,0.0692,0.601,137.633,4
9 And Half Weeks,Movie Themes,spotify:track:0zFCaP7jca4vrmrfMMYoCR,0.558,0.812,5,-3.708,1,0.0285,0.176,1.01e-06,0.304,0.806,174.073,4
9 lives,Video Games,spotify:track:2kxgSExezZyTcmJxkQ8tnT,0.473,0.758,3,-3.279,0,0.0579,0.0124,0,0.23,0.316,171.746,4
9:00 PM,ATB,spotify:track:659wddNDkBkMbtt8KR8DOn,0.739,0.869,9,-6.404,0,0.0479,0.0283,0.136,0.13,0.759,135.181,4
9 Tenn 90 Nine,Limp Bizkit,spotify:track:7c1V0ZGQ5BfT3TUuZ3HjmN,0.378,0.838,6,-8.422,1,0.0945,0.00149,0.00204,0.107,0.77,96.571,4
9 To 5,Movie Themes,spotify:track:3AXlCUOUhbMmWlaNv33rok,0.684,0.629,6,-11.647,1,0.0299,0.0837,0.907,0.063,0.867,104.864,4
9 To 5,Dolly Parton,spotify:track:5OtxsJ6aa7gdQNGbvql1dV,0.589,0.783,11,-5.852,1,0.0446,0.416,1.56e-06,0.631,0.813,105.245,4
90210,Tv Themes,spotify:track:2np7rex5UAtnRG69h92JAs,0.546,0.852,10,-2.656,1,0.0623,0.0138,0.837,0.141,0.701,137.89,4
914,Liquid Tension Experiment,spotify:track:6yNmLGFdlEd6GXOKdykqQp,0.437,0.906,4,-4.909,0,0.0942,0.00265,0.697,0.177,0.631,90.756,4
96 Tears,The Stranglers,spotify:track:3C8QPADOO2c7bpodiHZgNN,0.672,0.933,11,-3.947,0,0.0373,0.00105,0.0691,0.255,0.962,120.576,4
98.6 degrees,Jill King,spotify:track:7s55l3ORTdhQ5HxkSjtU0E,0.746,0.56,11,-7.192,1,0.0274,0.0106,0.0118,0.0653,0.863,128.511,4
99,Toto,spotify:track:2R3E4xKmy7lyieBKONkIMT,0.482,0.471,10,-13.873,0,0.0334,0.181,0.00167,0.112,0.342,88.557,4
99,Haunted,spotify:track:5otXJIeiF43SPz7R7ov8GX,0.39,0.967,9,-3.619,1,0.0625,4.45e-06,0.0591,0.608,0.416,177.041,4
99 In The Shade,Bon Jovi,spotify:track:4JAykrW2Drrl6GlL9xOvkm,0.366,0.979,5,-4.383,1,0.0518,0.00332,0,0.386,0.716,146.519,4
99 Problems,Jay-Z,spotify:track:7sLpSWxQazJzDVG6YGzlVs,0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,4
99 Red Balloons,Goldfinger,spotify:track:0rOTMSSa6yscfOrGnzfheM,0.285,0.843,4,-7.318,1,0.129,0.00103,0.00037,0.327,0.282,97.051,4
99 Ways To Die,Megadeth,spotify:track:75t7W9LYbkgbkeT6B5EoHM,0.483,0.972,11,-6.399,0,0.139,0.000165,0.0298,0.0599,0.31,161.575,4
9th At Pine,Less Than Jake,spotify:track:4LahmWS50Ft9xwmhq8ethB,0.379,0.976,3,-4.971,1,0.189,0.00113,0,0.108,0.298,135.928,4
A Powerful Friend,Pet Shop Boys,spotify:track:6Uh1D6VXtPOUcHbX92W252,0.345,0.575,0,-11.978,0,0.0421,0.00143,0.0377,0.446,0.0377,169.874,4
A 06,Linkin Park,spotify:track:1XwxsENtzCYjuQXU6W4GAy,0.504,0.396,5,-20.922,1,0.0507,0.959,0.91,0.174,0.413,121.034,4
A bad dream,Keane,spotify:track:6sinw4zZPdNS2ftU1QfTyK,0.408,0.729,1,-4.918,1,0.0302,0.00731,3.98e-06,0.172,0.279,145.055,4
A Bad Goodbye,Clint Black,spotify:track:1XTgqedadpTqNod7SvpiP1,0.401,0.261,11,-10.409,1,0.0315,0.8,1.63e-06,0.215,0.192,70.805,4
A Bell Will Ring,Oasis,spotify:track:6L2SMDD5Iam5ItUwVKk5V2,0.373,0.778,11,-2.049,1,0.0517,0.148,0.00288,0.237,0.239,114.906,4
A better Man,Clint Black,spotify:track:0dJ5V9MpWexOq1nRDO2JY2,0.649,0.667,4,-9.125,1,0.0266,0.64,0.000119,0.117,0.78,162.161,4
A big hunk of love,Elvis,spotify:track:2Bp3uPsOHLRiz3BDxCSiYs,0.601,0.869,0,-5.928,1,0.0927,0.214,0.0184,0.145,0.796,92.086,4
A Boy Named Sue,Johnny Cash,spotify:track:5xMNjx7uqCzMpJZSo4Wq55,0.63,0.489,10,-12.144,1,0.18,0.77,0,0.381,0.796,101.876,4
A Boys Best Friend,White Stripes,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,4
A Cause,Celine Dion,spotify:track:0t93tzs9UvI7qieEwQ534g,0.564,0.431,6,-8.252,1,0.0341,0.379,0,0.0827,0.35,148.071,4
A Celebration,U2,spotify:track:3JH8yHZJ8ocW7FHzlClVks,0.217,0.84,9,-8.164,1,0.0853,0.204,1.05e-05,0.667,0.497,150.942,4
A Celle Qui Dure (Live),Matthieu Chedid,spotify:track:4DcFwQYCN7VLM9Djb5NTbQ,0.7,0.782,6,-8.912,0,0.032,0.0511,0.00198,0.0895,0.701,117.245,4
A Certain Girl,Eric Clapton,spotify:track:6TK7rQm6Utln6ouNJ5L2yQ,0.446,0.718,5,-10.366,1,0.0353,0.555,0,0.359,0.936,138.165,4
A Certain RomanceLyrics,Arctic Monkeys,spotify:track:0eDQj41kzBhMKQIkTt6OJR,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,4
A Certain Shade Of Green,Incubus,spotify:track:2e3BZM6rOrUpF0SvvhV8WR,0.429,0.978,11,-4.88,1,0.126,0.000227,6.81e-06,0.0583,0.43,121.651,4
A Certain Shade Of Green (Acoustic),Incubus,spotify:track:6P2DVhW1mmHSKQLfqkxLmO,0.431,0.738,2,-8.875,1,0.088,0.113,3.02e-05,0.93,0.644,172.359,3
A Certain Smile,Johnny Mathis,spotify:track:3RHogqHM869PInthGWAUeF,0.237,0.29,6,-13.214,1,0.0328,0.839,4.05e-06,0.313,0.242,137.353,3
A Change Of Seasons,Dream Theater,spotify:track:1qZGjqfS5QoZQ5BKAhAauT,0.306,0.806,4,-6.63,0,0.0562,0.000575,0.031,0.103,0.225,115.709,3
A Change Would Do You Good,Sheryl Crow,spotify:track:0gC1iDh3Ll6bbmZVn4BgLL,0.731,0.764,10,-6.525,1,0.0472,0.0765,0.000273,0.138,0.778,127.246,4
A Child And His Lawnmower,Dead Kennedys,spotify:track:0Tln2xZZ8g9sX2yF2VViqx,0.335,0.982,2,-3.945,1,0.294,0.00512,0.005,0.0513,0.196,93.226,4
A Christian Song,Jethro Tull,spotify:track:1hiW2uKh8F7sXbRcRuFhaD,0.472,0.233,1,-14.176,1,0.0315,0.28,0,0.283,0.162,147.869,4
A Christmas Tradition,Christmas,spotify:track:18Dv1VPACfnwar9IJhQxPM,0.149,0.000959,7,-35.374,1,0.053,0.989,0.987,0.117,0.5,68.239,4
A Come Amour,Richard Clayderman,spotify:track:1CcL2gwqpnEbzgwj9XmjXb,0.612,0.372,10,-9.953,0,0.0343,0.946,0.902,0.116,0.272,140.093,4
a comme amour,Richard Clayderman,spotify:track:2SuBVl6xrezcavS26OFqqz,0.458,0.226,10,-14.958,0,0.0271,0.313,0.514,0.175,0.0824,136.249,4
A Crow Left Of The Murder,Incubus,spotify:track:73LvGnjrXC5QeSR6YEhwXB,0.385,0.893,9,-4.123,1,0.0386,0.018,0.000589,0.125,0.556,180.39,4
A Crush,Hank Jones,spotify:track:6wuUo50opIkt9tf4oHFpaQ,0.318,0.139,5,-23.138,1,0.0366,0.986,0.917,0.107,0.0695,67.527,4
A Crying Shame,Muse,spotify:track:6tO4ZIVJ7MBC21O6oa7PlP,0.407,0.995,11,-2.263,0,0.0483,1.46e-05,0.0715,0.0591,0.681,147.481,4
A Dangerous Meeting,Mercyful Fate,spotify:track:0V7iTNAnyoOqcZz54lGA4E,0.271,0.927,4,-9.57,0,0.0683,0.00963,0.438,0.34,0.502,138.413,4
A Dark Passage,Blind Guardian,spotify:track:4sffdxssc9eNRGfNoYFZ3y,0.566,0.894,8,-5.557,0,0.0366,0.0133,2.93e-05,0.156,0.467,101.756,4
A day in a life of a fool,Frank Sinatra,spotify:track:3ZWvmZvCiEY1UuZq4iovgF,0.348,0.186,7,-16.408,0,0.028,0.739,0.0646,0.102,0.207,79.196,4
A Day In The Life,Beatles,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,4
A Day in the Life (2),Beatles,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,4
A Day Laye,T. Rex,spotify:track:0kSiSERqyOG0U1NI4Tzlku,0.432,0.479,9,-9.709,1,0.0287,0.368,0,0.39,0.604,88.223,4
A Design For Life,Manic Street Preachers,spotify:track:0uJyE3M3ecGZgzltsQKs3a,0.184,0.841,0,-4.723,1,0.0468,0.000811,4.47e-05,0.0422,0.349,88.224,4
A Diffrent Beat,Boyzone,spotify:track:0zO0ERxnr0uiFxu1Iu56XS,0.415,0.598,1,-7.979,1,0.0355,0.278,3.81e-05,0.362,0.0984,82.936,4
A Doomed Lover,My Dying Bride,spotify:track:1myKbSaPIJMLpKfXoQGDiF,0.18,0.803,11,-5.828,1,0.069,2.5e-05,0.205,0.0868,0.145,114.559,4
A Dream Of Tomorrow,Unfamous Electric Overdrive Ensemble,spotify:track:0LqZuRAroDVnV6LjDUGap1,0.661,0.657,4,-9.667,1,0.0253,0.0758,0.666,0.105,0.776,101.018,4
A Dream Within A Dream,Alan Parsons Project,spotify:track:4if2YzjQiHL6uTs25o8DIu,0.608,0.169,7,-20.711,1,0.0675,0.694,0.00135,0.312,0.392,86.732,4
A Dying Wish,Anathema,spotify:track:0Vo9h8Pdx7LIEUnZJ9WQuw,0.226,0.748,4,-10.197,0,0.0472,0.00243,0.186,0.108,0.07,100.132,4
A Farewell to Kings,Rush,spotify:track:4Ilt9N2XASXY60DSEitW5K,0.422,0.654,2,-7.401,1,0.0546,0.0374,0.000199,0.0968,0.232,130.845,4
A Fifth of Beethoven,Walter Murphy,spotify:track:1hR3TNe1neCWRQatSVOFfX,0.688,0.506,0,-13.311,0,0.0408,0.316,0.69,0.0611,0.784,108.753,4
A Fine Day To Exit,Anathema,spotify:track:67naXUs431BUQPxW8YKhod,0.463,0.335,7,-11.02,0,0.0303,0.0477,0.204,0.401,0.0374,108.004,3
A Foggy Day,George Gershwin,spotify:track:7DJfjz2lcTcPNRmYDVBuXE,0.486,0.0644,0,-26.746,1,0.0435,0.928,0.924,0.108,0.185,116.972,4
A foggy day i londontown,Michael Buble,spotify:track:4tOfFGuJWYXlUKAa6S6GTp,0.403,0.53,6,-6.094,0,0.0423,0.427,0,0.543,0.619,149.191,4
A Fond Farewell,Elliott Smith,spotify:track:4R5su0RMFPUeReN0xkWalx,0.682,0.375,6,-12.155,1,0.0431,0.459,0.0511,0.109,0.234,122.144,4
A Fool For Your Stockings,ZZ Top,spotify:track:4NvWcqptwDKELjtkKl2Gef,0.82,0.594,7,-8.571,1,0.0479,0.0116,0.00495,0.0652,0.467,115.348,1
A Fool Such As I,Elvis,spotify:track:6aKzxns1rGMjLSij4PuWhh,0.574,0.714,0,-6.344,1,0.0403,0.901,1.7e-05,0.255,0.722,63.623,4
A fool such as I,Rodney Crowell,spotify:track:2KUrY33IrzYLczTGLW8T9F,0.653,0.236,2,-16.193,1,0.0263,0.536,0.00372,0.0595,0.452,100.353,4
A Fools Paradise,Symphony X,spotify:track:2TNYnm9gzMjM0gKi6KR9vT,0.395,0.983,2,-5.18,1,0.103,0.00334,6.15e-06,0.323,0.132,136.304,4
A Forest,Cure,spotify:track:4iVTSRiJAA18d3QglhyJ6Q,0.587,0.493,0,-14.927,1,0.0505,0.423,0.712,0.0909,0.451,161.222,4
A Fortune In Lies,Dream Theater,spotify:track:19kmS17P3bwqrsH44YFrpH,0.144,0.753,6,-11.263,0,0.0777,7.9e-06,0.000648,0.949,0.277,147.195,4
A Friend I Call Desire,Ultravox,spotify:track:1Za9ZTLWOpER0HLGV9ejUU,0.53,0.794,0,-8.938,1,0.039,0.00989,0.283,0.124,0.635,141.706,4
A fuuny way to say goodbye,Charlie Ladsborough,spotify:track:5gwsIbJOcPGw6X9aoF2Ptd,0.65,0.734,5,-7.154,1,0.0278,0.145,0.00139,0.294,0.897,144.026,4
A Gipsys Kiss,Deep Purple,spotify:track:2Uh9e3fTZRPBzxqNPaY7zr,0.519,0.893,0,-6.676,1,0.0367,0.000112,0.255,0.299,0.719,111.228,4
A Good Fool Is Hard To Find,Albert Collins,spotify:track:6nkq3hEu8yXIfyjjpOrIjS,0.58,0.664,7,-10.398,0,0.0646,0.0252,0.00291,0.0996,0.64,132.554,4
A Great Day For Freedom,Pink Floyd,spotify:track:2dxfyqdrI8XVOT3H1YcOsU,0.386,0.348,0,-12.239,1,0.0291,0.626,0.00123,0.236,0.265,84.376,3
A Gruesome Time,Mercyful Fate,spotify:track:48pfcni8RBIiErfeim2DNG,0.536,0.881,0,-7.39,1,0.0421,0.00163,0.0484,0.0842,0.807,127.114,4
A Hail Of Lead,Unfamous Electric Overdrive Ensemble,spotify:track:0epV61J85F3bIpWvCu7PTQ,0.474,0.419,5,-9.076,1,0.0416,0.0246,0.677,0.0656,0.0739,120.029,4
A Hard Day's Nigth,Beatles,spotify:track:5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0,-6.481,1,0.0371,0.137,0,0.0996,0.797,138.514,4
A Hard Days Night,Beatles,spotify:track:5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0,-6.481,1,0.0371,0.137,0,0.0996,0.797,138.514,4
A Hard Days Night (inst),Beatles,spotify:track:5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0,-6.481,1,0.0371,0.137,0,0.0996,0.797,138.514,4
A Hard Road,Black Sabbath,spotify:track:3PFvZfn6STIhKV7Vfky63y,0.297,0.798,1,-11.122,0,0.037,0.00154,0.294,0.162,0.414,127.184,4
A Hazy Shade Of Winter,Paul Simon,spotify:track:5to7DJuOLhJXjA32ApOc4O,0.311,0.229,2,-15.201,0,0.0309,0.753,0.296,0.314,0.665,139.009,4
A home In Heaven,Hank Williams,spotify:track:7KhoKyUurCxNoLVM08XDrl,0.445,0.305,9,-9.134,1,0.0292,0.851,0,0.122,0.403,131.71,3
A Horse With No Name,America,spotify:track:54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4
A house is not a home,Artists / Bands,spotify:track:1N2v3flLIBVOWlDJ50OxRT,0.751,0.97,8,-4.121,1,0.0564,0.0668,0.92,0.102,0.969,94.99,4
A house without love,Hank Williams,spotify:track:7vspIptSGUU5dX3O1aht4Q,0.589,0.317,0,-11.056,1,0.0276,0.872,0.000512,0.24,0.709,142.383,4
A Human Body,Queen,spotify:track:0MUQLgX13sIoZAbzxPKCBo,0.5,0.565,7,-8.399,1,0.0331,0.373,0.000231,0.305,0.621,151.383,3
A Hundred Pounds Of Clay,Billie Jo Spears,spotify:track:5qvgvI6H9oJBmUyPoCkAkr,0.748,0.299,10,-19.188,1,0.0817,0.701,0,0.182,0.928,138.471,4
A Journey Into Darkness,Six Feet Under,spotify:track:0ZFH9iP1t1jMm0iKStaiNc,0.376,0.939,7,-6.737,0,0.0641,0.0011,0.0561,0.259,0.429,116.219,4
A Key To Nothing,Mudvayne,spotify:track:17r5Lrt6p2lYpPXPeT8Q9K,0.463,0.96,5,-5.69,0,0.0829,0.000417,0.0883,0.111,0.544,155.438,4
A Kind Of Magic,Queen,spotify:track:5RYLa5P4qweEAKq5U1gdcK,0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,4
A Kind Of Therapy,Bad Logic,spotify:track:5w1sW9Gr8fBBy82f21uF0s,0.537,0.313,6,-9.958,1,0.0322,0.734,0.0306,0.121,0.195,125.828,4
A Kiss To Remember,My Dying Bride,spotify:track:2GA2mtntZdHJEUnwfMwicn,0.163,0.545,9,-9.067,1,0.0351,0.000395,0.531,0.104,0.0856,99.946,4
A L I E N S,Coldplay,spotify:track:2bS2ADg123NZWfTUsjra8a,0.427,0.876,9,-4.982,0,0.0366,0.00157,0.000944,0.206,0.261,148.0,5
A La Mierda,Ska-P,spotify:track:7qRdjn6zFecqruqOtl4zEs,0.316,0.953,7,-4.375,1,0.247,0.0121,0.000373,0.793,0.324,190.289,4
